source_url,target_url,anchor_text,alt_text,nofollow,path_type
"https://michgc.com/3m-fasara-glass-finishes/","https://michgc.com/3m-fasara-glass-finishes/","Resources","","false","3"
"https://michgc.com/3m-fasara-glass-finishes/","https://michgc.com/3m-fasara-glass-finishes/","Market","","false","3"
"https://michgc.com/3m-fasara-glass-finishes/","https://michgc.com/3m-fasara-glass-finishes/","Cancel reply","","true","4"
"https://michgc.com/3m-fasara-glass-finishes/","https://michgc.com/3m-fasara-glass-finishes/","Resources","","false","3"
"https://michgc.com/3m-fasara-glass-finishes/","https://michgc.com/3m-fasara-glass-finishes/","Market","","false","3"
"https://michgc.com/blog/page/7/","https://michgc.com/3m-fasara-glass-finishes/","Elevating Your Office with 3M Fasara Glass Finishes","","false","2"
"https://michgc.com/combat-heat-glare-3m-window-films/","https://michgc.com/3m-fasara-glass-finishes/","","","false","2"
"https://michgc.com/home-comfortable-3m-window-film/","https://michgc.com/3m-fasara-glass-finishes/","","","false","2"
