source_url,target_url,anchor_text,alt_text,nofollow,path_type
"https://michgc.com/3m-commercial-window-film-detroit-mi/","https://michgc.com/benefits-home-window-film-detroit-mi/","","","false","2"
"https://michgc.com/benefits-home-window-film-detroit-mi/","https://michgc.com/benefits-home-window-film-detroit-mi/","Resources","","false","3"
"https://michgc.com/benefits-home-window-film-detroit-mi/","https://michgc.com/benefits-home-window-film-detroit-mi/","Market","","false","3"
"https://michgc.com/benefits-home-window-film-detroit-mi/","https://michgc.com/benefits-home-window-film-detroit-mi/","Cancel reply","","true","4"
"https://michgc.com/benefits-home-window-film-detroit-mi/","https://michgc.com/benefits-home-window-film-detroit-mi/","Resources","","false","3"
"https://michgc.com/benefits-home-window-film-detroit-mi/","https://michgc.com/benefits-home-window-film-detroit-mi/","Market","","false","3"
"https://michgc.com/blog/page/3/","https://michgc.com/benefits-home-window-film-detroit-mi/","Did You Know These Six Benefits of Home Window Film in Detroit?","","false","2"
"https://michgc.com/interior-design-perfection-detroit-michigan/","https://michgc.com/benefits-home-window-film-detroit-mi/","","","false","2"
