source_url,target_url,anchor_text,alt_text,nofollow,path_type
"https://michgc.com/html-sitemap/","https://michgc.com/html-sitemap/?C=N;O=D","Name","","false","3"
"https://michgc.com/html-sitemap/?C=N;O=A","https://michgc.com/html-sitemap/?C=N;O=D","Name","","false","3"
