source_url,target_url,anchor_text,alt_text,nofollow,path_type
"https://michgc.com/us-old/","https://michgc.com/us-old/?C=N;O=D","Name","","false","3"
"https://michgc.com/us-old/?C=N;O=A","https://michgc.com/us-old/?C=N;O=D","Name","","false","3"
